category,amount,best_card_logic,actual_card,cb_Ace_Credit_Card,cb_Amazon_Pay_Credit_Card,cb_BPCL_Octane_Credit_Card,cb_BankBazaar_Credit_Card,cb_Cashback_Credit_Card,cb_Coral_Credit_Card,cb_Diners_Club_Black,cb_Elite_Credit_Card,cb_Emerald_Private_Metal,cb_First_Classic_Credit_Card,cb_First_Wealth_Credit_Card,cb_Flipkart_Axis_Bank_Credit_Card,cb_HPCL_Super_Saver_Credit_Card,cb_League_Platinum_Credit_Card,cb_Magnus_Credit_Card,cb_Millennia_Credit_Card,cb_My_Zone_Credit_Card,cb_PVR_Platinum_Credit_Card,cb_Regalia_Gold,cb_SimplyCLICK_Credit_Card,cb_SimplySAVE_Credit_Card,cb_Super_Value_Titanium_Credit_Card,cb_Tata_Neu_Infinity_Credit_Card,cb_Vistara_Infinite_Credit_Card,cb_White_Credit_Card,cb_YES_First_Business_Credit_Card
groceries,12790.8,Tata Neu Infinity Credit Card,Super Value Titanium Credit Card,127.908,127.908,31.977,63.954,127.908,31.977,31.977,15.9885,22.3839,63.954,15.9885,127.908,31.977,15.9885,15.9885,127.908,15.9885,15.9885,15.9885,191.862,127.908,127.908,255.816,31.977,15.9885,15.9885
shopping,231.59,Millennia Credit Card,Millennia Credit Card,2.3159,6.9477,0.579,1.158,4.6318,0.579,1.158,0.579,0.8106,1.158,0.579,6.9477,0.579,0.579,0.579,6.9477,0.8685,1.158,0.579,6.9477,2.3159,2.3159,6.9477,0.579,0.579,1.158
shopping,432.85,Millennia Credit Card,Elite Credit Card,4.3285,12.9855,1.0821,2.1643,8.657,1.0821,2.1643,1.0821,1.515,2.1643,1.0821,12.9855,1.0821,1.0821,1.0821,12.9855,1.6232,2.1643,1.0821,12.9855,4.3285,4.3285,12.9855,1.0821,1.0821,2.1643
groceries,16281.83,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,162.8183,162.8183,40.7046,81.4091,162.8183,40.7046,40.7046,20.3523,28.4932,81.4091,20.3523,162.8183,40.7046,20.3523,20.3523,162.8183,20.3523,20.3523,20.3523,244.2274,162.8183,162.8183,325.6366,40.7046,20.3523,20.3523
travel,2229.63,Diners Club Black,Diners Club Black,11.1482,11.1482,5.5741,11.1482,11.1482,5.5741,33.4445,11.1482,23.4111,11.1482,13.9352,11.1482,5.5741,8.3611,16.7222,11.1482,2.787,2.787,16.7222,11.1482,11.1482,11.1482,11.1482,27.8704,11.1482,8.3611
travel,4895.28,Diners Club Black,Diners Club Black,24.4764,24.4764,12.2382,24.4764,24.4764,12.2382,73.4292,24.4764,51.4004,24.4764,30.5955,24.4764,12.2382,18.3573,36.7146,24.4764,6.1191,6.1191,36.7146,24.4764,24.4764,24.4764,24.4764,61.191,24.4764,18.3573
fuel,16322.77,BPCL Octane Credit Card,BPCL Octane Credit Card,81.6138,81.6138,408.0693,81.6138,81.6138,20.4035,40.8069,20.4035,28.5648,81.6138,20.4035,81.6138,326.4554,20.4035,20.4035,81.6138,20.4035,20.4035,20.4035,81.6138,81.6138,81.6138,81.6138,40.8069,20.4035,20.4035
dining,1672.48,Cashback Credit Card,Elite Credit Card,16.7248,8.3624,4.1812,8.3624,33.4496,4.1812,16.7248,4.1812,11.7074,8.3624,6.2718,8.3624,4.1812,4.1812,6.2718,16.7248,4.1812,4.1812,8.3624,16.7248,16.7248,16.7248,16.7248,8.3624,4.1812,4.1812
travel,6069.5,Diners Club Black,Tata Neu Infinity Credit Card,30.3475,30.3475,15.1738,30.3475,30.3475,15.1738,91.0425,30.3475,63.7297,30.3475,37.9344,30.3475,15.1738,22.7606,45.5213,30.3475,7.5869,7.5869,45.5213,30.3475,30.3475,30.3475,30.3475,75.8688,30.3475,22.7606
shopping,1960.66,Millennia Credit Card,Millennia Credit Card,19.6066,58.8198,4.9017,9.8033,39.2132,4.9017,9.8033,4.9017,6.8623,9.8033,4.9017,58.8198,4.9017,4.9017,4.9017,58.8198,7.3525,9.8033,4.9017,58.8198,19.6066,19.6066,58.8198,4.9017,4.9017,9.8033
groceries,9572.5,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,95.725,95.725,23.9312,47.8625,95.725,23.9312,23.9312,11.9656,16.7519,47.8625,11.9656,95.725,23.9312,11.9656,11.9656,95.725,11.9656,11.9656,11.9656,143.5875,95.725,95.725,191.45,23.9312,11.9656,11.9656
travel,1745.45,Diners Club Black,BPCL Octane Credit Card,8.7272,8.7272,4.3636,8.7272,8.7272,4.3636,26.1818,8.7272,18.3272,8.7272,10.9091,8.7272,4.3636,6.5454,13.0909,8.7272,2.1818,2.1818,13.0909,8.7272,8.7272,8.7272,8.7272,21.8181,8.7272,6.5454
shopping,17906.35,Millennia Credit Card,SimplySAVE Credit Card,179.0635,537.1905,44.7659,89.5317,358.127,44.7659,89.5317,44.7659,62.6722,89.5317,44.7659,537.1905,44.7659,44.7659,44.7659,537.1905,67.1488,89.5317,44.7659,537.1905,179.0635,179.0635,537.1905,44.7659,44.7659,89.5317
groceries,9562.46,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,95.6246,95.6246,23.9061,47.8123,95.6246,23.9061,23.9061,11.9531,16.7343,47.8123,11.9531,95.6246,23.9061,11.9531,11.9531,95.6246,11.9531,11.9531,11.9531,143.4369,95.6246,95.6246,191.2492,23.9061,11.9531,11.9531
shopping,13720.13,Millennia Credit Card,Millennia Credit Card,137.2013,411.6039,34.3003,68.6007,274.4026,34.3003,68.6007,34.3003,48.0205,68.6007,34.3003,411.6039,34.3003,34.3003,34.3003,411.6039,51.4505,68.6007,34.3003,411.6039,137.2013,137.2013,411.6039,34.3003,34.3003,68.6007
groceries,11313.85,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,113.1385,113.1385,28.2846,56.5693,113.1385,28.2846,28.2846,14.1423,19.7992,56.5693,14.1423,113.1385,28.2846,14.1423,14.1423,113.1385,14.1423,14.1423,14.1423,169.7078,113.1385,113.1385,226.277,28.2846,14.1423,14.1423
fuel,411.6,BPCL Octane Credit Card,BPCL Octane Credit Card,2.058,2.058,10.29,2.058,2.058,0.5145,1.029,0.5145,0.7203,2.058,0.5145,2.058,8.232,0.5145,0.5145,2.058,0.5145,0.5145,0.5145,2.058,2.058,2.058,2.058,1.029,0.5145,0.5145
travel,15069.86,Diners Club Black,Diners Club Black,75.3493,75.3493,37.6746,75.3493,75.3493,37.6746,226.0479,75.3493,158.2335,75.3493,94.1866,75.3493,37.6746,56.512,113.0239,75.3493,18.8373,18.8373,113.0239,75.3493,75.3493,75.3493,75.3493,188.3733,75.3493,56.512
fuel,3332.76,BPCL Octane Credit Card,BPCL Octane Credit Card,16.6638,16.6638,83.319,16.6638,16.6638,4.166,8.3319,4.166,5.8323,16.6638,4.166,16.6638,66.6552,4.166,4.166,16.6638,4.166,4.166,4.166,16.6638,16.6638,16.6638,16.6638,8.3319,4.166,4.166
dining,13573.0,Cashback Credit Card,Cashback Credit Card,135.73,67.865,33.9325,67.865,271.46,33.9325,135.73,33.9325,95.011,67.865,50.8987,67.865,33.9325,33.9325,50.8987,135.73,33.9325,33.9325,67.865,135.73,135.73,135.73,135.73,67.865,33.9325,33.9325
dining,15136.62,Cashback Credit Card,Cashback Credit Card,151.3662,75.6831,37.8416,75.6831,302.7324,37.8416,151.3662,37.8416,105.9563,75.6831,56.7623,75.6831,37.8416,37.8416,56.7623,151.3662,37.8416,37.8416,75.6831,151.3662,151.3662,151.3662,151.3662,75.6831,37.8416,37.8416
shopping,10065.78,Millennia Credit Card,PVR Platinum Credit Card,100.6578,301.9734,25.1645,50.3289,201.3156,25.1645,50.3289,25.1645,35.2302,50.3289,25.1645,301.9734,25.1645,25.1645,25.1645,301.9734,37.7467,50.3289,25.1645,301.9734,100.6578,100.6578,301.9734,25.1645,25.1645,50.3289
travel,16789.63,Diners Club Black,Diners Club Black,83.9481,83.9481,41.9741,83.9481,83.9481,41.9741,251.8444,83.9481,176.2911,83.9481,104.9352,83.9481,41.9741,62.9611,125.9222,83.9481,20.987,20.987,125.9222,83.9481,83.9481,83.9481,83.9481,209.8704,83.9481,62.9611
groceries,19101.68,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,191.0168,191.0168,47.7542,95.5084,191.0168,47.7542,47.7542,23.8771,33.4279,95.5084,23.8771,191.0168,47.7542,23.8771,23.8771,191.0168,23.8771,23.8771,23.8771,286.5252,191.0168,191.0168,382.0336,47.7542,23.8771,23.8771
fuel,689.55,BPCL Octane Credit Card,BPCL Octane Credit Card,3.4477,3.4477,17.2387,3.4477,3.4477,0.8619,1.7239,0.8619,1.2067,3.4477,0.8619,3.4477,13.791,0.8619,0.8619,3.4477,0.8619,0.8619,0.8619,3.4477,3.4477,3.4477,3.4477,1.7239,0.8619,0.8619
dining,9863.01,Cashback Credit Card,Cashback Credit Card,98.6301,49.315,24.6575,49.315,197.2602,24.6575,98.6301,24.6575,69.0411,49.315,36.9863,49.315,24.6575,24.6575,36.9863,98.6301,24.6575,24.6575,49.315,98.6301,98.6301,98.6301,98.6301,49.315,24.6575,24.6575
dining,8693.77,Cashback Credit Card,Cashback Credit Card,86.9377,43.4689,21.7344,43.4689,173.8754,21.7344,86.9377,21.7344,60.8564,43.4689,32.6016,43.4689,21.7344,21.7344,32.6016,86.9377,21.7344,21.7344,43.4689,86.9377,86.9377,86.9377,86.9377,43.4689,21.7344,21.7344
dining,1805.31,Cashback Credit Card,Cashback Credit Card,18.0531,9.0266,4.5133,9.0266,36.1062,4.5133,18.0531,4.5133,12.6372,9.0266,6.7699,9.0266,4.5133,4.5133,6.7699,18.0531,4.5133,4.5133,9.0266,18.0531,18.0531,18.0531,18.0531,9.0266,4.5133,4.5133
travel,14290.86,Diners Club Black,Diners Club Black,71.4543,71.4543,35.7272,71.4543,71.4543,35.7272,214.3629,71.4543,150.054,71.4543,89.3179,71.4543,35.7272,53.5907,107.1814,71.4543,17.8636,17.8636,107.1814,71.4543,71.4543,71.4543,71.4543,178.6358,71.4543,53.5907
travel,7662.0,Diners Club Black,League Platinum Credit Card,38.31,38.31,19.155,38.31,38.31,19.155,114.93,38.31,80.451,38.31,47.8875,38.31,19.155,28.7325,57.465,38.31,9.5775,9.5775,57.465,38.31,38.31,38.31,38.31,95.775,38.31,28.7325
fuel,7277.93,BPCL Octane Credit Card,BPCL Octane Credit Card,36.3897,36.3897,181.9483,36.3897,36.3897,9.0974,18.1948,9.0974,12.7364,36.3897,9.0974,36.3897,145.5586,9.0974,9.0974,36.3897,9.0974,9.0974,9.0974,36.3897,36.3897,36.3897,36.3897,18.1948,9.0974,9.0974
fuel,8950.24,BPCL Octane Credit Card,Diners Club Black,44.7512,44.7512,223.756,44.7512,44.7512,11.1878,22.3756,11.1878,15.6629,44.7512,11.1878,44.7512,179.0048,11.1878,11.1878,44.7512,11.1878,11.1878,11.1878,44.7512,44.7512,44.7512,44.7512,22.3756,11.1878,11.1878
travel,8676.49,Diners Club Black,Diners Club Black,43.3824,43.3824,21.6912,43.3824,43.3824,21.6912,130.1474,43.3824,91.1031,43.3824,54.2281,43.3824,21.6912,32.5368,65.0737,43.3824,10.8456,10.8456,65.0737,43.3824,43.3824,43.3824,43.3824,108.4561,43.3824,32.5368
groceries,8220.08,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,82.2008,82.2008,20.5502,41.1004,82.2008,20.5502,20.5502,10.2751,14.3851,41.1004,10.2751,82.2008,20.5502,10.2751,10.2751,82.2008,10.2751,10.2751,10.2751,123.3012,82.2008,82.2008,164.4016,20.5502,10.2751,10.2751
fuel,11128.97,BPCL Octane Credit Card,BPCL Octane Credit Card,55.6448,55.6448,278.2242,55.6448,55.6448,13.9112,27.8224,13.9112,19.4757,55.6448,13.9112,55.6448,222.5794,13.9112,13.9112,55.6448,13.9112,13.9112,13.9112,55.6448,55.6448,55.6448,55.6448,27.8224,13.9112,13.9112
fuel,17287.99,BPCL Octane Credit Card,BPCL Octane Credit Card,86.44,86.44,432.1998,86.44,86.44,21.61,43.22,21.61,30.254,86.44,21.61,86.44,345.7598,21.61,21.61,86.44,21.61,21.61,21.61,86.44,86.44,86.44,86.44,43.22,21.61,21.61
dining,7817.21,Cashback Credit Card,Cashback Credit Card,78.1721,39.0861,19.543,39.0861,156.3442,19.543,78.1721,19.543,54.7205,39.0861,29.3145,39.0861,19.543,19.543,29.3145,78.1721,19.543,19.543,39.0861,78.1721,78.1721,78.1721,78.1721,39.0861,19.543,19.543
groceries,18113.63,Tata Neu Infinity Credit Card,Coral Credit Card,181.1363,181.1363,45.2841,90.5682,181.1363,45.2841,45.2841,22.642,31.6989,90.5682,22.642,181.1363,45.2841,22.642,22.642,181.1363,22.642,22.642,22.642,271.7045,181.1363,181.1363,362.2726,45.2841,22.642,22.642
dining,3473.08,Cashback Credit Card,Cashback Credit Card,34.7308,17.3654,8.6827,17.3654,69.4616,8.6827,34.7308,8.6827,24.3116,17.3654,13.024,17.3654,8.6827,8.6827,13.024,34.7308,8.6827,8.6827,17.3654,34.7308,34.7308,34.7308,34.7308,17.3654,8.6827,8.6827
fuel,9913.17,BPCL Octane Credit Card,BPCL Octane Credit Card,49.5658,49.5658,247.8293,49.5658,49.5658,12.3915,24.7829,12.3915,17.348,49.5658,12.3915,49.5658,198.2634,12.3915,12.3915,49.5658,12.3915,12.3915,12.3915,49.5658,49.5658,49.5658,49.5658,24.7829,12.3915,12.3915
dining,5591.64,Cashback Credit Card,Cashback Credit Card,55.9164,27.9582,13.9791,27.9582,111.8328,13.9791,55.9164,13.9791,39.1415,27.9582,20.9687,27.9582,13.9791,13.9791,20.9687,55.9164,13.9791,13.9791,27.9582,55.9164,55.9164,55.9164,55.9164,27.9582,13.9791,13.9791
shopping,7286.39,Millennia Credit Card,League Platinum Credit Card,72.8639,218.5917,18.216,36.432,145.7278,18.216,36.432,18.216,25.5024,36.432,18.216,218.5917,18.216,18.216,18.216,218.5917,27.324,36.432,18.216,218.5917,72.8639,72.8639,218.5917,18.216,18.216,36.432
groceries,3991.41,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,39.9141,39.9141,9.9785,19.957,39.9141,9.9785,9.9785,4.9893,6.985,19.957,4.9893,39.9141,9.9785,4.9893,4.9893,39.9141,4.9893,4.9893,4.9893,59.8712,39.9141,39.9141,79.8282,9.9785,4.9893,4.9893
fuel,234.67,BPCL Octane Credit Card,BPCL Octane Credit Card,1.1733,1.1733,5.8667,1.1733,1.1733,0.2933,0.5867,0.2933,0.4107,1.1733,0.2933,1.1733,4.6934,0.2933,0.2933,1.1733,0.2933,0.2933,0.2933,1.1733,1.1733,1.1733,1.1733,0.5867,0.2933,0.2933
groceries,7659.81,Tata Neu Infinity Credit Card,PVR Platinum Credit Card,76.5981,76.5981,19.1495,38.2991,76.5981,19.1495,19.1495,9.5748,13.4047,38.2991,9.5748,76.5981,19.1495,9.5748,9.5748,76.5981,9.5748,9.5748,9.5748,114.8971,76.5981,76.5981,153.1962,19.1495,9.5748,9.5748
groceries,2808.88,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,28.0888,28.0888,7.0222,14.0444,28.0888,7.0222,7.0222,3.5111,4.9155,14.0444,3.5111,28.0888,7.0222,3.5111,3.5111,28.0888,3.5111,3.5111,3.5111,42.1332,28.0888,28.0888,56.1776,7.0222,3.5111,3.5111
travel,9632.29,Diners Club Black,Diners Club Black,48.1615,48.1615,24.0807,48.1615,48.1615,24.0807,144.4844,48.1615,101.139,48.1615,60.2018,48.1615,24.0807,36.1211,72.2422,48.1615,12.0404,12.0404,72.2422,48.1615,48.1615,48.1615,48.1615,120.4036,48.1615,36.1211
dining,19377.63,Cashback Credit Card,Cashback Credit Card,193.7763,96.8882,48.4441,96.8882,387.5526,48.4441,193.7763,48.4441,135.6434,96.8882,72.6661,96.8882,48.4441,48.4441,72.6661,193.7763,48.4441,48.4441,96.8882,193.7763,193.7763,193.7763,193.7763,96.8882,48.4441,48.4441
dining,19358.49,Cashback Credit Card,BPCL Octane Credit Card,193.5849,96.7925,48.3962,96.7925,387.1698,48.3962,193.5849,48.3962,135.5094,96.7925,72.5943,96.7925,48.3962,48.3962,72.5943,193.5849,48.3962,48.3962,96.7925,193.5849,193.5849,193.5849,193.5849,96.7925,48.3962,48.3962
dining,7363.81,Cashback Credit Card,Cashback Credit Card,73.6381,36.8191,18.4095,36.8191,147.2762,18.4095,73.6381,18.4095,51.5467,36.8191,27.6143,36.8191,18.4095,18.4095,27.6143,73.6381,18.4095,18.4095,36.8191,73.6381,73.6381,73.6381,73.6381,36.8191,18.4095,18.4095
travel,13666.08,Diners Club Black,Diners Club Black,68.3304,68.3304,34.1652,68.3304,68.3304,34.1652,204.9912,68.3304,143.4938,68.3304,85.413,68.3304,34.1652,51.2478,102.4956,68.3304,17.0826,17.0826,102.4956,68.3304,68.3304,68.3304,68.3304,170.826,68.3304,51.2478
dining,18865.2,Cashback Credit Card,Cashback Credit Card,188.652,94.326,47.163,94.326,377.304,47.163,188.652,47.163,132.0564,94.326,70.7445,94.326,47.163,47.163,70.7445,188.652,47.163,47.163,94.326,188.652,188.652,188.652,188.652,94.326,47.163,47.163
fuel,16642.51,BPCL Octane Credit Card,BPCL Octane Credit Card,83.2125,83.2125,416.0627,83.2125,83.2125,20.8031,41.6063,20.8031,29.1244,83.2125,20.8031,83.2125,332.8502,20.8031,20.8031,83.2125,20.8031,20.8031,20.8031,83.2125,83.2125,83.2125,83.2125,41.6063,20.8031,20.8031
dining,13492.26,Cashback Credit Card,Cashback Credit Card,134.9226,67.4613,33.7306,67.4613,269.8452,33.7306,134.9226,33.7306,94.4458,67.4613,50.596,67.4613,33.7306,33.7306,50.596,134.9226,33.7306,33.7306,67.4613,134.9226,134.9226,134.9226,134.9226,67.4613,33.7306,33.7306
fuel,4916.22,BPCL Octane Credit Card,BPCL Octane Credit Card,24.5811,24.5811,122.9055,24.5811,24.5811,6.1453,12.2906,6.1453,8.6034,24.5811,6.1453,24.5811,98.3244,6.1453,6.1453,24.5811,6.1453,6.1453,6.1453,24.5811,24.5811,24.5811,24.5811,12.2906,6.1453,6.1453
dining,15802.63,Cashback Credit Card,Cashback Credit Card,158.0263,79.0131,39.5066,79.0131,316.0526,39.5066,158.0263,39.5066,110.6184,79.0131,59.2599,79.0131,39.5066,39.5066,59.2599,158.0263,39.5066,39.5066,79.0131,158.0263,158.0263,158.0263,158.0263,79.0131,39.5066,39.5066
groceries,9636.77,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,96.3677,96.3677,24.0919,48.1838,96.3677,24.0919,24.0919,12.046,16.8643,48.1838,12.046,96.3677,24.0919,12.046,12.046,96.3677,12.046,12.046,12.046,144.5516,96.3677,96.3677,192.7354,24.0919,12.046,12.046
groceries,18477.57,Tata Neu Infinity Credit Card,Regalia Gold,184.7757,184.7757,46.1939,92.3879,184.7757,46.1939,46.1939,23.097,32.3357,92.3879,23.097,184.7757,46.1939,23.097,23.097,184.7757,23.097,23.097,23.097,277.1635,184.7757,184.7757,369.5514,46.1939,23.097,23.097
fuel,14062.52,BPCL Octane Credit Card,My Zone Credit Card,70.3126,70.3126,351.563,70.3126,70.3126,17.5782,35.1563,17.5782,24.6094,70.3126,17.5782,70.3126,281.2504,17.5782,17.5782,70.3126,17.5782,17.5782,17.5782,70.3126,70.3126,70.3126,70.3126,35.1563,17.5782,17.5782
shopping,15402.19,Millennia Credit Card,Millennia Credit Card,154.0219,462.0657,38.5055,77.011,308.0438,38.5055,77.011,38.5055,53.9077,77.011,38.5055,462.0657,38.5055,38.5055,38.5055,462.0657,57.7582,77.011,38.5055,462.0657,154.0219,154.0219,462.0657,38.5055,38.5055,77.011
fuel,3410.14,BPCL Octane Credit Card,BPCL Octane Credit Card,17.0507,17.0507,85.2535,17.0507,17.0507,4.2627,8.5253,4.2627,5.9677,17.0507,4.2627,17.0507,68.2028,4.2627,4.2627,17.0507,4.2627,4.2627,4.2627,17.0507,17.0507,17.0507,17.0507,8.5253,4.2627,4.2627
groceries,19673.8,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,196.738,196.738,49.1845,98.369,196.738,49.1845,49.1845,24.5922,34.4291,98.369,24.5922,196.738,49.1845,24.5922,24.5922,196.738,24.5922,24.5922,24.5922,295.107,196.738,196.738,393.476,49.1845,24.5922,24.5922
dining,19339.54,Cashback Credit Card,Cashback Credit Card,193.3954,96.6977,48.3488,96.6977,386.7908,48.3488,193.3954,48.3488,135.3768,96.6977,72.5233,96.6977,48.3488,48.3488,72.5233,193.3954,48.3488,48.3488,96.6977,193.3954,193.3954,193.3954,193.3954,96.6977,48.3488,48.3488
dining,2208.3,Cashback Credit Card,Cashback Credit Card,22.083,11.0415,5.5208,11.0415,44.166,5.5208,22.083,5.5208,15.4581,11.0415,8.2811,11.0415,5.5208,5.5208,8.2811,22.083,5.5208,5.5208,11.0415,22.083,22.083,22.083,22.083,11.0415,5.5208,5.5208
travel,10262.46,Diners Club Black,Diners Club Black,51.3123,51.3123,25.6561,51.3123,51.3123,25.6561,153.9369,51.3123,107.7558,51.3123,64.1404,51.3123,25.6561,38.4842,76.9684,51.3123,12.8281,12.8281,76.9684,51.3123,51.3123,51.3123,51.3123,128.2807,51.3123,38.4842
groceries,13784.52,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,137.8452,137.8452,34.4613,68.9226,137.8452,34.4613,34.4613,17.2307,24.1229,68.9226,17.2307,137.8452,34.4613,17.2307,17.2307,137.8452,17.2307,17.2307,17.2307,206.7678,137.8452,137.8452,275.6904,34.4613,17.2307,17.2307
fuel,7883.57,BPCL Octane Credit Card,League Platinum Credit Card,39.4179,39.4179,197.0892,39.4179,39.4179,9.8545,19.7089,9.8545,13.7962,39.4179,9.8545,39.4179,157.6714,9.8545,9.8545,39.4179,9.8545,9.8545,9.8545,39.4179,39.4179,39.4179,39.4179,19.7089,9.8545,9.8545
fuel,19954.28,BPCL Octane Credit Card,BPCL Octane Credit Card,99.7714,99.7714,498.857,99.7714,99.7714,24.9428,49.8857,24.9428,34.92,99.7714,24.9428,99.7714,399.0856,24.9428,24.9428,99.7714,24.9428,24.9428,24.9428,99.7714,99.7714,99.7714,99.7714,49.8857,24.9428,24.9428
fuel,8377.91,BPCL Octane Credit Card,My Zone Credit Card,41.8895,41.8895,209.4478,41.8895,41.8895,10.4724,20.9448,10.4724,14.6613,41.8895,10.4724,41.8895,167.5582,10.4724,10.4724,41.8895,10.4724,10.4724,10.4724,41.8895,41.8895,41.8895,41.8895,20.9448,10.4724,10.4724
travel,7031.74,Diners Club Black,Diners Club Black,35.1587,35.1587,17.5793,35.1587,35.1587,17.5793,105.4761,35.1587,73.8333,35.1587,43.9484,35.1587,17.5793,26.369,52.7381,35.1587,8.7897,8.7897,52.7381,35.1587,35.1587,35.1587,35.1587,87.8967,35.1587,26.369
travel,10470.19,Diners Club Black,Diners Club Black,52.351,52.351,26.1755,52.351,52.351,26.1755,157.0529,52.351,109.937,52.351,65.4387,52.351,26.1755,39.2632,78.5264,52.351,13.0877,13.0877,78.5264,52.351,52.351,52.351,52.351,130.8774,52.351,39.2632
shopping,8819.5,Millennia Credit Card,Millennia Credit Card,88.195,264.585,22.0487,44.0975,176.39,22.0487,44.0975,22.0487,30.8682,44.0975,22.0487,264.585,22.0487,22.0487,22.0487,264.585,33.0731,44.0975,22.0487,264.585,88.195,88.195,264.585,22.0487,22.0487,44.0975
fuel,1436.77,BPCL Octane Credit Card,BPCL Octane Credit Card,7.1838,7.1838,35.9193,7.1838,7.1838,1.796,3.5919,1.796,2.5143,7.1838,1.796,7.1838,28.7354,1.796,1.796,7.1838,1.796,1.796,1.796,7.1838,7.1838,7.1838,7.1838,3.5919,1.796,1.796
shopping,549.44,Millennia Credit Card,Millennia Credit Card,5.4944,16.4832,1.3736,2.7472,10.9888,1.3736,2.7472,1.3736,1.923,2.7472,1.3736,16.4832,1.3736,1.3736,1.3736,16.4832,2.0604,2.7472,1.3736,16.4832,5.4944,5.4944,16.4832,1.3736,1.3736,2.7472
shopping,13575.07,Millennia Credit Card,Millennia Credit Card,135.7507,407.2521,33.9377,67.8753,271.5014,33.9377,67.8753,33.9377,47.5127,67.8753,33.9377,407.2521,33.9377,33.9377,33.9377,407.2521,50.9065,67.8753,33.9377,407.2521,135.7507,135.7507,407.2521,33.9377,33.9377,67.8753
travel,10368.28,Diners Club Black,Diners Club Black,51.8414,51.8414,25.9207,51.8414,51.8414,25.9207,155.5242,51.8414,108.8669,51.8414,64.8017,51.8414,25.9207,38.8811,77.7621,51.8414,12.9604,12.9604,77.7621,51.8414,51.8414,51.8414,51.8414,129.6035,51.8414,38.8811
fuel,11240.99,BPCL Octane Credit Card,League Platinum Credit Card,56.2049,56.2049,281.0247,56.2049,56.2049,14.0512,28.1025,14.0512,19.6717,56.2049,14.0512,56.2049,224.8198,14.0512,14.0512,56.2049,14.0512,14.0512,14.0512,56.2049,56.2049,56.2049,56.2049,28.1025,14.0512,14.0512
travel,3809.1,Diners Club Black,Diners Club Black,19.0455,19.0455,9.5228,19.0455,19.0455,9.5228,57.1365,19.0455,39.9955,19.0455,23.8069,19.0455,9.5228,14.2841,28.5682,19.0455,4.7614,4.7614,28.5682,19.0455,19.0455,19.0455,19.0455,47.6138,19.0455,14.2841
dining,680.93,Cashback Credit Card,Cashback Credit Card,6.8093,3.4046,1.7023,3.4046,13.6186,1.7023,6.8093,1.7023,4.7665,3.4046,2.5535,3.4046,1.7023,1.7023,2.5535,6.8093,1.7023,1.7023,3.4046,6.8093,6.8093,6.8093,6.8093,3.4046,1.7023,1.7023
travel,9046.54,Diners Club Black,Diners Club Black,45.2327,45.2327,22.6164,45.2327,45.2327,22.6164,135.6981,45.2327,94.9887,45.2327,56.5409,45.2327,22.6164,33.9245,67.8491,45.2327,11.3082,11.3082,67.8491,45.2327,45.2327,45.2327,45.2327,113.0818,45.2327,33.9245
shopping,14124.24,Millennia Credit Card,Millennia Credit Card,141.2424,423.7272,35.3106,70.6212,282.4848,35.3106,70.6212,35.3106,49.4348,70.6212,35.3106,423.7272,35.3106,35.3106,35.3106,423.7272,52.9659,70.6212,35.3106,423.7272,141.2424,141.2424,423.7272,35.3106,35.3106,70.6212
shopping,11589.22,Millennia Credit Card,Flipkart Axis Bank Credit Card,115.8922,347.6766,28.973,57.9461,231.7844,28.973,57.9461,28.973,40.5623,57.9461,28.973,347.6766,28.973,28.973,28.973,347.6766,43.4596,57.9461,28.973,347.6766,115.8922,115.8922,347.6766,28.973,28.973,57.9461
travel,9205.25,Diners Club Black,Diners Club Black,46.0262,46.0262,23.0131,46.0262,46.0262,23.0131,138.0788,46.0262,96.6551,46.0262,57.5328,46.0262,23.0131,34.5197,69.0394,46.0262,11.5066,11.5066,69.0394,46.0262,46.0262,46.0262,46.0262,115.0656,46.0262,34.5197
dining,10601.53,Cashback Credit Card,Cashback Credit Card,106.0153,53.0077,26.5038,53.0077,212.0306,26.5038,106.0153,26.5038,74.2107,53.0077,39.7557,53.0077,26.5038,26.5038,39.7557,106.0153,26.5038,26.5038,53.0077,106.0153,106.0153,106.0153,106.0153,53.0077,26.5038,26.5038
groceries,7833.92,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,78.3392,78.3392,19.5848,39.1696,78.3392,19.5848,19.5848,9.7924,13.7094,39.1696,9.7924,78.3392,19.5848,9.7924,9.7924,78.3392,9.7924,9.7924,9.7924,117.5088,78.3392,78.3392,156.6784,19.5848,9.7924,9.7924
